捞抚,惫,康,荐,苞,乞闭,切痢
切积2502,97.0,70.0,20.0,27.0,53.5,F
切积2503,92.0,61.0,42.0,88.0,70.75,C
切积2504,16.0,10.0,41.0,55.0,30.5,F
切积2505,47.0,33.0,64.0,65.0,52.25,F
切积2506,14.0,40.0,90.0,41.0,46.25,F
切积2507,3.0,74.0,48.0,49.0,43.5,F
切积2508,52.0,64.0,68.0,85.0,67.25,F
切积2509,26.0,87.0,93.0,36.0,60.5,F
切积2510,30.0,51.0,30.0,62.0,43.25,F
切积2511,72.0,44.0,80.0,13.0,52.25,F
切积2512,35.0,49.0,30.0,41.0,38.75,F
切积2513,52.0,60.0,1.0,14.0,31.75,F
切积2514,12.0,65.0,86.0,76.0,59.75,F
切积2515,79.0,21.0,11.0,41.0,38.0,F
切积2516,13.0,33.0,72.0,92.0,52.5,F
切积2517,57.0,68.0,33.0,33.0,47.75,F
切积2518,48.0,44.0,37.0,83.0,53.0,F
切积2519,66.0,88.0,81.0,66.0,75.25,C
切积2520,44.0,15.0,44.0,46.0,37.25,F
切积2521,99.0,2.0,96.0,90.0,71.75,C
切积2522,57.0,4.0,12.0,85.0,39.5,F
切积2523,4.0,77.0,57.0,83.0,55.25,F
切积2524,74.0,23.0,52.0,64.0,53.25,F
切积2525,84.0,58.0,70.0,25.0,59.25,F
切积2526,96.0,95.0,10.0,4.0,51.25,F
切积2527,83.0,7.0,64.0,9.0,40.75,F
切积2528,67.0,38.0,63.0,26.0,48.5,F
切积2529,50.0,72.0,14.0,86.0,55.5,F
切积2530,60.0,28.0,49.0,59.0,49.0,F
切积2531,71.0,11.0,49.0,62.0,48.25,F
切积2532,32.0,63.0,31.0,96.0,55.5,F
切积2533,72.0,6.0,73.0,22.0,43.25,F
切积2534,29.0,93.0,2.0,85.0,52.25,F
切积2535,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积2536,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2537,88.0,90.0,62.0,72.0,78.0,C
切积2538,92.0,70.0,55.0,60.420972335231895,69.35524308380798,F
切积2539,63.0,60.0,55.0,70.0,62.0,F
切积2540,21.0,50.0,55.0,88.0,53.5,F
切积2541,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2542,88.0,90.0,62.0,72.0,78.0,C
切积2543,92.0,70.0,75.0,85.0,80.5,B
切积2544,63.0,60.0,31.0,70.0,56.0,F
切积2545,54.0,50.0,23.0,88.0,53.75,F
切积2546,64.0,54.0,73.0,83.0,68.5,F
切积2547,89.0,36.0,63.0,14.0,50.5,F
切积2548,83.0,26.0,81.0,98.0,72.0,C
切积2549,18.0,51.0,17.0,6.0,23.0,F
切积2550,63.0,60.0,55.0,70.0,62.0,F
切积2551,21.0,50.0,55.0,88.0,53.5,F
切积2552,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2553,88.0,90.0,62.0,72.0,78.0,C
切积2554,92.0,70.0,75.0,85.0,80.5,B
切积2555,63.0,60.0,31.0,70.0,56.0,F
切积2556,54.0,50.0,23.0,88.0,53.75,F
切积2557,64.0,54.0,73.0,83.0,68.5,F
切积2558,89.0,36.0,63.0,14.0,50.5,F
切积2559,83.0,26.0,81.0,98.0,72.0,C
切积2560,18.0,51.0,17.0,6.0,23.0,F
切积2561,33.0,95.0,77.0,95.0,75.0,C
切积2562,86.0,34.0,31.0,18.0,42.25,F
切积2563,61.0,31.0,97.0,69.0,64.5,F
切积2564,79.0,87.0,93.0,86.0,86.25,B
切积2565,68.0,75.0,10.0,58.0,52.75,F
切积2566,36.0,59.0,90.0,54.0,59.75,F
切积2567,55.0,25.0,13.0,30.0,30.75,F
切积2568,63.0,60.0,55.0,70.0,62.0,F
切积2569,21.0,50.0,55.0,88.0,53.5,F
切积2570,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2571,88.0,90.0,62.0,72.0,78.0,C
切积2572,92.0,70.0,75.0,85.0,80.5,B
切积2573,63.0,60.0,31.0,70.0,56.0,F
切积2574,54.0,50.0,23.0,88.0,53.75,F
切积2575,64.0,54.0,73.0,83.0,68.5,F
切积2576,89.0,36.0,63.0,14.0,50.5,F
切积2577,83.0,26.0,81.0,98.0,72.0,C
切积2578,18.0,51.0,17.0,6.0,23.0,F
切积2579,73.0,89.0,73.0,78.0,78.25,C
切积2580,45.0,11.0,99.0,81.0,59.0,F
切积2581,88.0,10.0,87.0,7.0,48.0,F
切积2582,10.0,67.0,56.0,93.0,56.5,F
切积2583,97.0,82.0,93.0,67.0,84.75,B
切积2584,4.0,86.0,62.0,94.0,61.5,F
切积2585,72.0,47.0,72.0,89.0,70.0,C
切积2586,13.0,56.0,64.0,34.0,41.75,F
切积2587,46.0,56.0,39.0,24.0,41.25,F
切积2588,70.0,41.0,86.0,93.0,72.5,C
切积2589,20.0,88.0,73.0,46.0,56.75,F
切积2590,63.0,60.0,55.0,70.0,62.0,F
切积2591,21.0,50.0,55.0,88.0,53.5,F
切积2592,98.0,90.0,88.0,64.0,85.0,B
切积2593,88.0,90.0,62.0,72.0,78.0,C
切积2594,92.0,70.0,75.0,85.0,80.5,B
切积2595,63.0,60.0,31.0,70.0,56.0,F
切积2596,54.0,50.0,23.0,88.0,53.75,F
切积2597,64.0,54.0,73.0,83.0,68.5,F
切积2598,89.0,36.0,63.0,14.0,50.5,F
切积2599,83.0,26.0,81.0,98.0,72.0,C
切积2600,18.0,51.0,17.0,6.0,23.0,F
切积2601,74.0,85.0,95.0,70.0,81.0,B
切积2602,46.0,56.0,39.0,24.0,41.25,F
切积2603,70.0,41.0,86.0,93.0,72.5,C
切积2604,20.0,88.0,73.0,46.0,56.75,F
切积2605,63.0,60.0,55.0,70.0,62.0,F
切积2606,21.0,50.0,55.0,88.0,53.5,F
切积2607,98.0,90.0,88.0,64.0,85.0,B
切积2608,88.0,90.0,62.0,72.0,78.0,C
切积2609,92.0,70.0,75.0,85.0,80.5,B
切积2610,63.0,60.0,31.0,70.0,56.0,F
切积2611,54.0,50.0,23.0,88.0,53.75,F
切积2612,64.0,54.0,73.0,83.0,68.5,F
切积2613,89.0,36.0,63.0,14.0,50.5,F
切积2614,83.0,26.0,81.0,98.0,72.0,C
切积2615,18.0,51.0,17.0,6.0,23.0,F
切积2616,42.0,92.0,61.0,10.0,51.25,F
切积2617,46.0,56.0,39.0,24.0,41.25,F
切积2618,70.0,41.0,86.0,93.0,72.5,C
切积2619,20.0,88.0,73.0,46.0,56.75,F
切积2620,63.0,60.0,55.0,70.0,62.0,F
切积2621,21.0,50.0,55.0,88.0,53.5,F
切积2622,98.0,90.0,88.0,64.0,85.0,B
切积2623,88.0,90.0,62.0,72.0,78.0,C
切积2624,92.0,70.0,75.0,85.0,80.5,B
切积2625,63.0,60.0,31.0,70.0,56.0,F
切积2626,54.0,50.0,23.0,88.0,53.75,F
切积2627,64.0,54.0,73.0,83.0,68.5,F
切积2628,89.0,36.0,63.0,14.0,50.5,F
切积2629,83.0,26.0,81.0,98.0,72.0,C
切积2630,18.0,51.0,17.0,6.0,23.0,F
切积2631,62.0,69.0,84.0,80.0,73.75,C
切积2632,54.0,34.0,56.0,46.0,47.5,F
切积2633,40.0,67.0,26.0,96.0,57.25,F
切积2634,55.0,85.0,46.0,81.0,66.75,F
切积2635,35.0,53.0,86.0,12.0,46.5,F
切积2636,42.0,59.0,79.0,10.0,47.5,F
切积2637,20.0,83.0,28.0,69.0,50.0,F
切积2638,14.0,53.0,19.0,32.0,29.5,F
切积2639,77.0,75.0,75.0,98.0,81.25,B
切积2640,45.0,30.0,62.0,89.0,56.5,F
切积2641,69.0,47.0,71.0,90.0,69.25,F
切积2642,51.0,57.0,16.0,0.0,31.0,F
切积2643,28.0,69.0,8.0,6.0,27.75,F
切积2644,55.0,46.0,97.0,73.0,67.75,F
切积2645,52.0,79.0,44.0,16.0,47.75,F
切积2646,33.0,62.0,83.0,0.0,44.5,F
切积2647,79.0,12.0,53.0,43.0,46.75,F
切积2648,55.0,56.0,92.0,40.0,60.75,F
切积2649,46.0,56.0,39.0,24.0,41.25,F
切积2650,70.0,41.0,86.0,93.0,72.5,C
切积2651,20.0,88.0,73.0,46.0,56.75,F
切积2652,63.0,60.0,55.0,70.0,62.0,F
切积2653,21.0,50.0,55.0,88.0,53.5,F
切积2654,98.0,90.0,88.0,64.0,85.0,B
切积2655,88.0,90.0,62.0,72.0,78.0,C
切积2656,92.0,70.0,75.0,85.0,80.5,B
切积2657,63.0,60.0,31.0,70.0,56.0,F
切积2658,54.0,50.0,23.0,88.0,53.75,F
切积2659,64.0,54.0,73.0,83.0,68.5,F
切积2660,89.0,36.0,63.0,14.0,50.5,F
切积2661,83.0,26.0,81.0,98.0,72.0,C
切积2662,18.0,51.0,17.0,6.0,23.0,F
切积2663,46.0,56.0,39.0,24.0,41.25,F
切积2664,70.0,41.0,86.0,93.0,72.5,C
切积2665,20.0,88.0,73.0,46.0,56.75,F
切积2666,63.0,60.0,55.0,70.0,62.0,F
切积2667,21.0,50.0,55.0,88.0,53.5,F
切积2668,98.0,90.0,88.0,64.0,85.0,B
切积2669,88.0,90.0,62.0,72.0,78.0,C
切积2670,92.0,70.0,75.0,85.0,80.5,B
切积2671,63.0,60.0,31.0,70.0,56.0,F
切积2672,54.0,50.0,23.0,88.0,53.75,F
切积2673,64.0,54.0,73.0,83.0,68.5,F
切积2674,89.0,36.0,63.0,14.0,50.5,F
切积2675,83.0,26.0,81.0,98.0,72.0,C
切积2676,18.0,51.0,17.0,6.0,23.0,F
切积2677,37.0,27.0,97.0,62.0,55.75,F
切积2678,70.0,20.0,63.0,0.0,38.25,F
切积2679,85.0,98.0,24.0,53.0,65.0,F
切积2680,94.0,77.0,76.0,99.0,86.5,B
切积2681,96.0,39.0,77.0,12.0,56.0,F
切积2682,46.0,56.0,39.0,24.0,41.25,F
切积2683,70.0,41.0,86.0,93.0,72.5,C
切积2684,20.0,88.0,73.0,46.0,56.75,F
切积2685,63.0,60.0,55.0,70.0,62.0,F
切积2686,21.0,50.0,55.0,88.0,53.5,F
切积2687,98.0,90.0,88.0,64.0,85.0,B
切积2688,88.0,90.0,62.0,72.0,78.0,C
切积2689,46.0,56.0,39.0,24.0,41.25,F
切积2690,70.0,41.0,86.0,93.0,72.5,C
切积2691,20.0,88.0,73.0,46.0,56.75,F
切积2692,63.0,60.0,55.0,70.0,62.0,F
切积2693,21.0,50.0,55.0,88.0,53.5,F
切积2694,98.0,90.0,88.0,64.0,85.0,B
切积2695,88.0,90.0,62.0,72.0,78.0,C
切积2696,92.0,70.0,75.0,85.0,80.5,B
切积2697,63.0,60.0,31.0,70.0,56.0,F
切积2698,54.0,50.0,23.0,88.0,53.75,F
切积2699,64.0,54.0,73.0,83.0,68.5,F
切积2700,89.0,36.0,63.0,14.0,50.5,F
切积2701,83.0,26.0,81.0,98.0,72.0,C
切积2702,18.0,51.0,17.0,6.0,23.0,F
切积2703,46.0,56.0,39.0,24.0,41.25,F
切积2704,70.0,41.0,86.0,93.0,72.5,C
切积2705,20.0,88.0,73.0,46.0,56.75,F
切积2706,63.0,60.0,55.0,70.0,62.0,F
切积2707,21.0,50.0,55.0,88.0,53.5,F
切积2708,98.0,90.0,88.0,64.0,85.0,B
切积2709,88.0,90.0,62.0,72.0,78.0,C
切积2710,92.0,70.0,75.0,85.0,80.5,B
切积2711,63.0,60.0,31.0,70.0,56.0,F
切积2712,54.0,50.0,23.0,88.0,53.75,F
切积2713,46.0,56.0,39.0,24.0,41.25,F
切积2714,70.0,41.0,86.0,93.0,72.5,C
切积2715,20.0,88.0,73.0,46.0,56.75,F
切积2716,63.0,60.0,55.0,70.0,62.0,F
切积2717,21.0,50.0,55.0,88.0,53.5,F
切积2718,98.0,90.0,88.0,64.0,85.0,B
切积2719,88.0,90.0,62.0,72.0,78.0,C
切积2720,46.0,56.0,39.0,24.0,41.25,F
切积2721,70.0,41.0,86.0,93.0,72.5,C
切积2722,20.0,88.0,73.0,46.0,56.75,F
切积2723,63.0,60.0,55.0,70.0,62.0,F
切积2724,21.0,50.0,55.0,88.0,53.5,F
切积2725,98.0,90.0,88.0,64.0,85.0,B
切积2726,88.0,90.0,62.0,72.0,78.0,C
切积2727,92.0,70.0,75.0,85.0,80.5,B
切积2728,63.0,60.0,31.0,70.0,56.0,F
切积2729,54.0,50.0,23.0,88.0,53.75,F
切积2730,64.0,54.0,73.0,83.0,68.5,F
切积2731,46.0,56.0,39.0,24.0,41.25,F
切积2732,70.0,41.0,86.0,93.0,72.5,C
切积2733,20.0,88.0,73.0,46.0,56.75,F
切积2734,63.0,60.0,55.0,70.0,62.0,F
切积2735,21.0,50.0,55.0,88.0,53.5,F
切积2736,98.0,90.0,88.0,64.0,85.0,B
切积2737,88.0,90.0,62.0,72.0,78.0,C
切积2738,92.0,70.0,75.0,85.0,80.5,B
切积2739,63.0,60.0,31.0,70.0,56.0,F
切积2740,54.0,50.0,23.0,88.0,53.75,F
切积2741,46.0,56.0,39.0,24.0,41.25,F
切积2742,70.0,41.0,86.0,93.0,72.5,C
切积2743,20.0,88.0,73.0,46.0,56.75,F
切积2744,46.0,56.0,39.0,24.0,41.25,F
切积2745,70.0,41.0,86.0,93.0,72.5,C
切积2746,46.0,56.0,39.0,24.0,41.25,F
切积2747,70.0,41.0,86.0,93.0,72.5,C
切积2748,20.0,88.0,73.0,46.0,56.75,F
切积2749,63.0,60.0,55.0,70.0,62.0,F
切积2750,21.0,50.0,55.0,88.0,53.5,F
切积2751,98.0,90.0,88.0,64.0,85.0,B
切积2752,88.0,90.0,62.0,72.0,78.0,C
切积2753,92.0,70.0,75.0,85.0,80.5,B
切积2754,63.0,60.0,31.0,70.0,56.0,F
切积2755,54.0,50.0,23.0,88.0,53.75,F
切积2756,64.0,54.0,73.0,83.0,68.5,F
切积2757,89.0,36.0,63.0,14.0,50.5,F
切积2758,83.0,26.0,81.0,98.0,72.0,C
切积2759,18.0,51.0,17.0,6.0,23.0,F
切积2760,85.0,37.0,23.0,49.0,48.5,F
切积2761,90.0,93.0,65.0,30.0,69.5,F
切积2762,71.0,83.0,15.0,11.0,45.0,F
切积2763,94.0,6.0,28.0,69.0,49.25,F
切积2764,85.0,88.0,60.0,17.0,62.5,F
切积2765,32.0,59.0,16.0,31.0,34.5,F
切积2766,59.0,64.0,40.0,72.0,58.75,F
切积2767,85.0,73.0,51.0,6.0,53.75,F
切积2768,20.0,36.0,26.0,73.0,38.75,F
切积2769,46.0,56.0,39.0,24.0,41.25,F
切积2770,70.0,41.0,86.0,93.0,72.5,C
切积2771,20.0,88.0,73.0,46.0,56.75,F
切积2772,63.0,60.0,55.0,70.0,62.0,F
切积2773,21.0,50.0,55.0,88.0,53.5,F
切积2774,98.0,90.0,88.0,64.0,85.0,B
切积2775,88.0,90.0,62.0,72.0,78.0,C
切积2776,92.0,70.0,75.0,85.0,80.5,B
切积2777,63.0,60.0,31.0,70.0,56.0,F
切积2778,54.0,50.0,23.0,88.0,53.75,F
切积2779,64.0,54.0,73.0,83.0,68.5,F
切积2780,89.0,36.0,63.0,14.0,50.5,F
切积2781,83.0,26.0,81.0,98.0,72.0,C
切积2782,18.0,51.0,17.0,6.0,23.0,F
切积2783,23.0,61.0,24.0,30.0,34.5,F
切积2784,53.0,60.0,20.0,39.0,43.0,F
切积2785,46.0,56.0,39.0,24.0,41.25,F
切积2786,70.0,41.0,86.0,93.0,72.5,C
切积2787,20.0,88.0,73.0,46.0,56.75,F
切积2788,63.0,60.0,55.0,70.0,62.0,F
切积2789,21.0,50.0,55.0,88.0,53.5,F
切积2790,98.0,90.0,88.0,64.0,85.0,B
切积2791,88.0,90.0,62.0,72.0,78.0,C
切积2792,92.0,70.0,75.0,85.0,80.5,B
切积2793,63.0,60.0,31.0,70.0,56.0,F
切积2794,54.0,50.0,23.0,88.0,53.75,F
切积2795,64.0,54.0,73.0,83.0,68.5,F
切积2796,89.0,36.0,63.0,14.0,50.5,F
切积2797,83.0,26.0,81.0,98.0,72.0,C
切积2798,18.0,51.0,17.0,6.0,23.0,F
切积2799,54.0,50.0,23.0,88.0,53.75,F
切积2800,64.0,54.0,73.0,83.0,68.5,F
切积2801,89.0,36.0,63.0,14.0,50.5,F
切积2802,83.0,26.0,81.0,98.0,72.0,C
切积2803,18.0,51.0,17.0,6.0,23.0,F
切积2804,71.0,84.0,33.0,34.0,55.5,F
切积2805,64.0,3.0,39.0,18.0,31.0,F
切积2806,46.0,43.0,49.0,2.0,35.0,F
切积2807,36.0,72.0,84.0,28.0,55.0,F
切积2808,83.0,57.0,67.0,33.0,60.0,F
切积2809,33.0,19.0,69.0,65.0,46.5,F
切积2810,46.0,56.0,39.0,24.0,41.25,F
切积2811,70.0,41.0,86.0,93.0,72.5,C
切积2812,20.0,88.0,73.0,46.0,56.75,F
切积2813,63.0,60.0,55.0,70.0,62.0,F
切积2814,21.0,50.0,55.0,88.0,53.5,F
切积2815,98.0,90.0,88.0,64.0,85.0,B
切积2816,88.0,90.0,62.0,72.0,78.0,C
切积2817,92.0,70.0,75.0,85.0,80.5,B
切积2818,63.0,60.0,31.0,70.0,56.0,F
切积2819,54.0,50.0,23.0,88.0,53.75,F
切积2820,64.0,54.0,73.0,83.0,68.5,F
切积2821,89.0,36.0,63.0,14.0,50.5,F
切积2822,83.0,26.0,81.0,98.0,72.0,C
切积2823,18.0,51.0,17.0,6.0,23.0,F
切积2824,46.0,56.0,39.0,24.0,41.25,F
切积2825,70.0,41.0,86.0,93.0,72.5,C
切积2826,20.0,88.0,73.0,46.0,56.75,F
切积2827,63.0,60.0,55.0,70.0,62.0,F
切积2828,21.0,50.0,55.0,88.0,53.5,F
切积2829,98.0,90.0,88.0,64.0,85.0,B
切积2830,88.0,90.0,62.0,72.0,78.0,C
切积2831,46.0,56.0,39.0,24.0,41.25,F
切积2832,70.0,41.0,86.0,93.0,72.5,C
切积2833,20.0,88.0,73.0,46.0,56.75,F
切积2834,63.0,60.0,55.0,70.0,62.0,F
切积2835,21.0,50.0,55.0,88.0,53.5,F
切积2836,98.0,90.0,88.0,64.0,85.0,B
切积2837,88.0,90.0,62.0,72.0,78.0,C
切积2838,92.0,70.0,75.0,85.0,80.5,B
切积2839,63.0,60.0,31.0,70.0,56.0,F
切积2840,54.0,50.0,23.0,88.0,53.75,F
切积2841,64.0,54.0,73.0,83.0,68.5,F
切积2842,89.0,36.0,63.0,14.0,50.5,F
切积2843,83.0,26.0,81.0,98.0,72.0,C
切积2844,18.0,51.0,17.0,6.0,23.0,F
切积2845,46.0,56.0,39.0,24.0,41.25,F
切积2846,70.0,41.0,86.0,93.0,72.5,C
切积2847,20.0,88.0,73.0,46.0,56.75,F
切积2848,63.0,60.0,55.0,70.0,62.0,F
切积2849,21.0,50.0,55.0,88.0,53.5,F
切积2850,98.0,90.0,88.0,64.0,85.0,B
切积2851,88.0,90.0,62.0,72.0,78.0,C
切积2852,92.0,70.0,75.0,85.0,80.5,B
切积2853,63.0,60.0,31.0,70.0,56.0,F
切积2854,54.0,50.0,23.0,88.0,53.75,F
切积2855,64.0,54.0,73.0,83.0,68.5,F
切积2856,89.0,36.0,63.0,14.0,50.5,F
切积2857,83.0,26.0,81.0,98.0,72.0,C
切积2858,18.0,51.0,17.0,6.0,23.0,F
切积2859,69.0,66.0,39.0,59.0,58.25,F
切积2860,25.0,19.0,37.0,45.0,31.5,F
切积2861,21.0,82.0,20.0,20.0,35.75,F
切积2862,7.0,11.0,57.0,74.0,37.25,F
切积2863,23.0,32.0,52.0,99.0,51.5,F
切积2864,97.0,87.0,30.0,66.0,70.0,C
切积2865,53.0,32.0,23.0,28.0,34.0,F
切积2866,14.0,45.0,73.0,30.0,40.5,F
切积2867,12.0,52.0,44.0,37.0,36.25,F
切积2868,46.0,56.0,39.0,24.0,41.25,F
切积2869,70.0,41.0,86.0,93.0,72.5,C
切积2870,20.0,88.0,73.0,46.0,56.75,F
切积2871,63.0,60.0,55.0,70.0,62.0,F
切积2872,21.0,50.0,55.0,88.0,53.5,F
切积2873,98.0,90.0,88.0,64.0,85.0,B
切积2874,88.0,90.0,62.0,72.0,78.0,C
切积2875,92.0,70.0,75.0,85.0,80.5,B
切积2876,63.0,60.0,31.0,70.0,56.0,F
切积2877,54.0,50.0,23.0,88.0,53.75,F
切积2878,64.0,54.0,73.0,83.0,68.5,F
切积2879,89.0,36.0,63.0,14.0,50.5,F
切积2880,83.0,26.0,81.0,98.0,72.0,C
切积2881,18.0,51.0,17.0,6.0,23.0,F
切积2882,75.0,38.0,94.0,50.0,64.25,F
切积2883,58.0,74.0,56.0,27.0,53.75,F
切积2884,52.0,86.0,55.0,51.0,61.0,F
切积2885,62.0,24.0,72.0,24.0,45.5,F
切积2886,71.0,21.0,21.0,89.0,50.5,F
切积2887,95.0,67.0,17.0,86.0,66.25,F
切积2888,62.0,71.0,88.0,95.0,79.0,C
切积2889,46.0,56.0,39.0,24.0,41.25,F
切积2890,70.0,41.0,86.0,93.0,72.5,C
切积2891,20.0,88.0,73.0,46.0,56.75,F
切积2892,63.0,60.0,55.0,70.0,62.0,F
切积2893,21.0,50.0,55.0,88.0,53.5,F
切积2894,98.0,90.0,88.0,64.0,85.0,B
切积2895,46.0,56.0,39.0,24.0,41.25,F
切积2896,70.0,41.0,86.0,93.0,72.5,C
切积2897,20.0,88.0,73.0,46.0,56.75,F
切积2898,63.0,60.0,55.0,70.0,62.0,F
切积2899,21.0,50.0,55.0,88.0,53.5,F
切积2900,98.0,90.0,88.0,64.0,85.0,B
切积2901,88.0,90.0,62.0,72.0,78.0,C
切积2902,92.0,70.0,75.0,85.0,80.5,B
切积2903,63.0,60.0,31.0,70.0,56.0,F
切积2904,54.0,50.0,23.0,88.0,53.75,F
切积2905,64.0,54.0,73.0,83.0,68.5,F
切积2906,89.0,36.0,63.0,14.0,50.5,F
切积2907,83.0,26.0,81.0,98.0,72.0,C
切积2908,18.0,51.0,17.0,6.0,23.0,F
切积2909,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2910,88.0,90.0,62.0,72.0,78.0,C
切积2911,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积2912,63.0,60.0,31.0,70.0,56.0,F
切积2913,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积2914,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2915,88.0,90.0,62.0,72.0,78.0,C
切积2916,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积2917,63.0,60.0,31.0,70.0,56.0,F
切积2918,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积2919,56.0,49.0,90.0,44.0,59.75,F
切积2920,34.0,28.0,16.0,0.0,19.5,F
切积2921,37.0,13.0,9.0,41.0,25.0,F
切积2922,14.0,17.0,21.0,77.0,32.25,F
切积2923,37.0,20.0,3.0,77.0,34.25,F
切积2924,19.0,97.0,28.0,77.0,55.25,F
切积2925,57.0,85.0,33.0,84.0,64.75,F
切积2926,10.0,21.0,67.0,54.0,38.0,F
切积2927,79.0,74.0,14.0,59.0,56.5,F
切积2928,96.0,67.0,66.0,48.0,69.25,F
切积2929,46.0,25.0,54.0,56.0,45.25,F
切积2930,66.0,32.0,77.0,24.0,49.75,F
切积2931,46.0,25.0,2.0,12.0,21.25,F
切积2932,26.0,10.0,49.0,74.0,39.75,F
切积2933,97.0,68.0,65.0,33.0,65.75,F
切积2934,86.0,70.0,99.0,45.0,75.0,C
切积2935,31.0,62.0,37.0,82.0,53.0,F
切积2936,43.0,88.0,11.0,56.0,49.5,F
切积2937,6.0,98.0,96.0,74.0,68.5,F
切积2938,41.0,75.0,8.0,22.0,36.5,F
切积2939,29.0,45.0,94.0,70.0,59.5,F
切积2940,83.0,84.0,32.0,91.0,72.5,C
切积2941,91.0,1.0,53.0,32.0,44.25,F
切积2942,89.0,59.0,10.0,29.0,46.75,F
切积2943,84.0,58.0,70.0,25.0,59.25,F
切积2944,96.0,95.0,10.0,4.0,51.25,F
切积2945,83.0,7.0,64.0,9.0,40.75,F
切积2946,67.0,38.0,63.0,26.0,48.5,F
切积2947,50.0,72.0,14.0,86.0,55.5,F
切积2948,60.0,28.0,49.0,59.0,49.0,F
切积2949,71.0,11.0,49.0,62.0,48.25,F
切积2950,32.0,63.0,31.0,96.0,55.5,F
切积2951,72.0,6.0,73.0,22.0,43.25,F
切积2952,29.0,93.0,2.0,85.0,52.25,F
切积2953,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积2954,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2955,88.0,90.0,62.0,72.0,78.0,C
切积2956,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积2957,63.0,60.0,31.0,70.0,56.0,F
切积2958,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积2959,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2960,88.0,90.0,62.0,72.0,78.0,C
切积2961,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积2962,63.0,60.0,31.0,70.0,56.0,F
切积2963,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积2964,64.0,3.0,73.0,83.0,55.75,F
切积2965,78.0,58.0,20.0,47.0,50.75,F
切积2966,13.0,82.0,57.0,1.0,38.25,F
切积2967,4.0,11.0,81.0,76.0,43.0,F
切积2968,3.0,25.0,26.0,67.0,30.25,F
切积2969,96.0,78.0,1.0,6.0,45.25,F
切积2970,78.0,31.0,70.0,91.0,67.5,F
切积2971,4.0,63.0,59.0,23.0,37.25,F
切积2972,29.0,67.0,49.0,28.0,43.25,F
切积2973,93.0,56.0,63.0,55.0,66.75,F
切积2974,57.0,65.0,12.0,47.0,45.25,F
切积2975,20.0,74.0,56.0,17.0,41.75,F
切积2976,6.0,61.0,0.0,20.0,21.75,F
切积2977,3.0,11.0,83.0,45.0,35.5,F
切积2978,4.0,82.0,88.0,69.0,60.75,F
切积2979,62.0,5.0,92.0,67.0,56.5,F
切积2980,4.0,12.0,73.0,73.0,40.5,F
切积2981,84.0,58.0,70.0,25.0,59.25,F
切积2982,96.0,95.0,10.0,4.0,51.25,F
切积2983,83.0,7.0,64.0,9.0,40.75,F
切积2984,67.0,38.0,63.0,26.0,48.5,F
切积2985,50.0,72.0,14.0,86.0,55.5,F
切积2986,60.0,28.0,49.0,59.0,49.0,F
切积2987,71.0,11.0,49.0,62.0,48.25,F
切积2988,32.0,63.0,31.0,96.0,55.5,F
切积2989,72.0,6.0,73.0,22.0,43.25,F
切积2990,29.0,93.0,2.0,85.0,52.25,F
切积2991,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积2992,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2993,88.0,90.0,62.0,72.0,78.0,C
切积2994,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积2995,63.0,60.0,31.0,70.0,56.0,F
切积2996,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积2997,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积2998,88.0,90.0,62.0,72.0,78.0,C
切积2999,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积3000,63.0,60.0,31.0,70.0,56.0,F
切积3001,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积3002,64.0,3.0,73.0,83.0,55.75,F
切积3003,83.0,91.0,32.0,99.0,76.25,C
切积3004,5.0,55.0,11.0,65.0,34.0,F
切积3005,7.0,40.0,10.0,3.0,15.0,F
切积3006,55.0,46.0,74.0,35.0,52.5,F
切积3007,97.0,70.0,20.0,27.0,53.5,F
切积3008,92.0,61.0,42.0,88.0,70.75,C
切积3009,16.0,10.0,41.0,55.0,30.5,F
切积3010,47.0,33.0,64.0,65.0,52.25,F
